"personLabel"	"assocLabel"
"Rich Harrison"	"Chucky Thompson"
"Rich Harrison"	"Beyoncé"
"Richard Rudolph"	"Charles Stepney"
"Richard Rudolph"	"Teena Marie"
"Ricky Fataar"	"Bonnie Raitt"
"Ruhollah Khaleqi"	"Delkash"
"Sabrina Setlur"	"Cassandra Steen"
"Sabrina Setlur"	"Sebastian Hämer"
"Shadow Morton"	"Janis Ian"
"Stacy Lattisaw"	"Whitney Houston"
"Stacy Lattisaw"	"Johnny Gill"
"Stacy Lattisaw"	"Janet Jackson"
"Steve Rennie"	"Celine Dion"
"Steve Rennie"	"Ozzy Osbourne"
"Suga Free"	"Snoop Dogg"
"Suga Free"	"Mac Dre"
"Sybil (singer)"	"Frankie Knuckles"
"Sybil (singer)"	"Dionne Warwick"
"Tim Dog"	"Kool Keith"
"Tim Dog"	"Apache Indian"
"Todd Jensen"	"Ozzy Osbourne"
"Tommy Allsup"	"Waylon Jennings"
"Tommy Allsup"	"Buddy Holly"
"Tommy Johnson (musician)"	"Papa Charlie McCoy"
"X-Raided"	"Brotha Lynch Hung"
"9th Wonder"	"Erykah Badu"
"Andy Fairweather Low"	"Eric Clapton"
"Barbecue Bob"	"Curley Weaver"
"Barry Blue"	"Cheryl Lynn"
"Barry Blue"	"Pixie Lott"
"Barry Blue"	"Celine Dion"
"Barry Blue"	"Andrea Bocelli"
"Ben Weisman"	"Elvis Presley"
"Betty McGlown"	"Mary Wilson (singer)"
"Billy Powell"	"Kid Rock"
"Blondie Chaplin"	"Paul Butterfield"
"Blondie Chaplin"	"Jeff Beck"
"Blondie Chaplin"	"Brian Wilson"
"Blondie Chaplin"	"Rick Danko"
"Camila Bordonaba"	"Benjamín Rojas"
"Camila Bordonaba"	"Cris Morena"
"Chu Berry"	"Fletcher Henderson"
"Chu Berry"	"Cab Calloway"
"Cindy Herron"	"Dawn Robinson"
"Clyde Hurley"	"Artie Shaw"
"Clyde Hurley"	"Ben Pollack"
"Defari"	"Dr. Dre"
"Dom Um Romão"	"Cannonball Adderley"
"Dom Um Romão"	"Tony Bennett"
"Dom Um Romão"	"Paul Simon"
"Doug Carrion"	"Daddy X"
"Eric Leeds"	"Prince (musician)"
"Gina Haley"	"Bill Haley"
"Greg Leisz"	"John Mayer"
"Greg Leisz"	"Emmylou Harris"
"Greg Leisz"	"Eric Clapton"
"Greg Leisz"	"Joni Mitchell"
"Greg Leisz"	"Sheryl Crow"
"Greg Leisz"	"Loudon Wainwright III"
"Greg Leisz"	"Bruce Springsteen"
"Greg Leisz"	"Joe Cocker"
"Greg Leisz"	"Bill Frisell"
"Howard McGhee"	"Lionel Hampton"
"Howard McGhee"	"Count Basie"
"J-Boog"	"Marques Houston"
"Jason Tait"	"Bahamas (musician)"
"Joe Sun"	"Sheila Andrews"
"Johnny Pearson"	"Cilla Black"
"Lea-Lorien"	"Robin Clark"
"Lin Que"	"Queen Latifah"
"Lindsay Cooper"	"David Thomas (musician)"
"Mad Lion"	"Gwen Stefani"
"Mad Lion"	"KRS-One"
"Marc Nelson"	"Babyface (musician)"
"Mario Bauzá"	"Cab Calloway"
"Mario Bauzá"	"Chick Webb"
"Mark Bedford"	"Robert Wyatt"
"Mark Bedford"	"Morrissey"
"Mel Collins"	"Tony O'Malley (musician)"
"Nando Boom"	"Vico C"
"Neil Stubenhaus"	"Barbra Streisand"
"Neil Stubenhaus"	"Quincy Jones"
"No I.D."	"Common (rapper)"
"No I.D."	"Jermaine Dupri"
"No I.D."	"Big Sean"
"No I.D."	"Kanye West"
"Norman Westberg"	"Jarboe"
"Pascal Gabriel"	"Kylie Minogue"
"Pascal Gabriel"	"Andy Bell (singer)"
"Pascal Gabriel"	"Dido (singer)"
"Pascal Gabriel"	"Ladyhawke (musician)"
"Pops Staples"	"Mavis Staples"
"Ramon Ayala"	"Pedro Ayala"
"Rayvon"	"Shaggy (musician)"
"Rod Temperton"	"Michael Jackson"
"Rod Temperton"	"Quincy Jones"
"Roland Clark"	"Norman Cook"
"Roland Clark"	"Armand Van Helden"
"Sammi Smith"	"Waylon Jennings"
"Scott Asheton"	"Iggy Pop"
"Silkski"	"Ice-T"
"Silkski"	"Kurtis Blow"
"Silkski"	"DJ Pooh"
"Silkski"	"Ol' Dirty Bastard"
"Stokley Williams"	"Wale (rapper)"
"Stokley Williams"	"Janet Jackson"
"Stuart Emerson"	"Meat Loaf"
"Susannah Melvoin"	"Prince (musician)"
"Tex Beneke"	"Norman Leyden"
"The Unknown DJ"	"MC Eiht"
"Tom Malone (musician)"	"Jaroslav Jakubovič"
"Vern Gosdin"	"Emmylou Harris"
"Vern Gosdin"	"George Jones"
"Vern Gosdin"	"George Strait"
"Vini Lopez"	"Bill Chinnock"
"Vini Lopez"	"Bruce Springsteen"
"Yank Rachell"	"Taj Mahal (musician)"
"Porter Robinson"	"Breanne Düren"
"Porter Robinson"	"Heather Bright"
"Porter Robinson"	"Amy Millan"
"Porter Robinson"	"Mat Zo"
"Clive Sarstedt"	"Eden Kane"
"Doctor P"	"Eva Simons"
"Doctor P"	"Flux Pavilion"
"Doctor P"	"FuntCase"
"Doctor P"	"Caspa"
"Doctor P"	"Dillon Francis"
"Steve Jablonsky"	"Harry Gregson-Williams"
"Steve Jablonsky"	"Trevor Morris (musician)"
"Steve Jablonsky"	"Hans Zimmer"
"Tablo"	"G-Dragon"
"Tablo"	"Taeyang"
"Alpa Gun"	"Ceza"
"B-Tight"	"Tony D (rapper)"
"Al Casey (rock guitarist)"	"Duane Eddy"
"Anthony Kearns"	"Finbar Wright"
"Ashton Shepherd"	"Buddy Cannon"
"Bill Peck"	"Rusty Cooley"
"Bill Peck"	"Michael Angelo Batio"
"Charles Giordano"	"Bruce Springsteen"
"DJ Klever"	"Yelawolf"
"Dean Fraser"	"Tarrus Riley"
"Dean Fraser"	"Luciano (singer)"
"Dennis Robbins"	"Garth Brooks"
"Ferdinand Richard"	"Fred Frith"
"Gangai Amaran"	"Yuvan Shankar Raja"
"Hugh McCracken"	"John Lennon"
"Hugh McCracken"	"Paul McCartney"
"Hugh McCracken"	"Bob Dylan"
"Hugh McCracken"	"Paul Simon"
"Hugh McCracken"	"Van Morrison"
"Hugh McCracken"	"Yoko Ono"
"Hugh McCracken"	"Dr. John"
"J. R. Monterose"	"Henry Busse"
"J. R. Monterose"	"Claude Thornhill"
"J. R. Monterose"	"Kenny Dorham"
"J. R. Monterose"	"Buddy Rich"
"Jan Bradley"	"Curtis Mayfield"
"Jerry Posin"	"Kent Henry"
"Joe Wilder"	"Lionel Hampton"
"Joe Wilder"	"Tony Bennett"
"Joe Wilder"	"Benny Carter"
"Joe Wilder"	"Harry Belafonte"
"Keith Uddin"	"Michael Jackson"
"Keith Uddin"	"Nick Cave"
"Keith Uddin"	"Madonna (entertainer)"
"Keith Washington"	"Kylie Minogue"
"Larry Bunker"	"Peggy Lee"
"Larry Bunker"	"Bill Evans"
"Lee Vincent"	"Nat King Cole"
"Neil Thrasher"	"Kenny Chesney"
"Prince Ital Joe"	"Tupac Shakur"
"Prince Ital Joe"	"Bad Azz (rapper)"
"Santiago Almeida"	"Narciso Martínez"
"Soundz"	"Jeremih"
"Tommy Potter"	"Miles Davis"
"Vanessa Rubin"	"Clark Terry"
"Vassilis Saleas"	"Vangelis"
"Vinnie Roslin"	"Bruce Springsteen"
"Baby Bash"	"Akon"
"Baby Bash"	"Bobby V"
"Baby Bash"	"Lloyd (singer)"
"Baby Bash"	"Frankie J"
"Baby Bash"	"Jay Tee"
"Baby Bash"	"Mac Dre"
"Baby Bash"	"South Park Mexican"
"Franz Koglmann"	"Peter Herbert"
"Harvey Fuqua"	"Etta James"
"Harvey Fuqua"	"Tammi Terrell"
"Harvey Fuqua"	"Johnny Bristol"
"Ace Hood"	"Rick Ross"
"Ace Hood"	"Meek Mill"
"Ace Hood"	"Kevin Cossom"
"Ace Hood"	"DJ Khaled"
"Ace Hood"	"Lloyd (singer)"
"Ace Hood"	"Mavado (singer)"
"Ace Hood"	"Vado (rapper)"
"Ace Hood"	"Lil Wayne"
"Andy Gibson"	"Blanche Calloway"
"Andy McGhee"	"Lionel Hampton"
"Avery Parrish"	"Erskine Hawkins"
"Avram Fefer"	"Bobby Few"
"Avram Fefer"	"Archie Shepp"
"Blood Raw"	"Young Buck"
"Bob Dunn (musician)"	"Milton Brown"
"Bob Dunn (musician)"	"Cliff Bruner"
"Buddy Harman"	"Chet Atkins"
"Buddy Harman"	"Elvis Presley"
"Buddy Harman"	"Roy Orbison"
"Buddy Harman"	"Patsy Cline"
"Cody Canada"	"Shooter Jennings"
"Cody Canada"	"Stoney LaRue"
"Cándido Antomattei"	"Arsenio Rodríguez"
"Dick Marx"	"Richard Marx"
"Earl Zindars"	"Bill Evans"
"Floyd Jones"	"Moody Jones"
"Fred Van Eps"	"Red Norvo"
"Gerry Hundt"	"Nick Moss"
"Happy Caldwell"	"Louis Armstrong"
"Happy Caldwell"	"Cliff Jackson (musician)"
"Herman Foster"	"Lou Donaldson"
"Herman Foster"	"Bill English"
"Jake One"	"50 Cent"
"Jake One"	"Prodigy (rapper)"
"Jake One"	"Evidence (musician)"
"Jake One"	"Mayer Hawthorne"
"Jerry Salley"	"Carl Jackson"
"Jerry Salley"	"Larry Cordle"
"Jim Collins (singer)"	"Kenny Chesney"
"Jim Collins (singer)"	"George Strait"
"Jim Glaser"	"Tompall Glaser"
"Johnny ""Man"" Young"	"Johnny Williams (blues musician)"
"Jon Levin"	"Doro (musician)"
"Karen Brooks"	"T. G. Sheppard"
"Kenny Cox"	"Etta Jones"
"Markus Reuter"	"Tim Bowness"
"Mulan Jameela"	"Ahmad Dhani"
"Neil Cowley"	"Adele"
"Neil Cowley"	"Emeli Sandé"
"Ray Wetzel"	"Stan Kenton"
"Roy Nathanson"	"Elvis Costello"
"Roy Nathanson"	"Bernard Fowler"
"Rual Yarbrough"	"Lester Flatt"
"Rual Yarbrough"	"Mac Davis"
"Rual Yarbrough"	"Vassar Clements"
"Rual Yarbrough"	"Bill Monroe"
"Rual Yarbrough"	"Earl Scruggs"
"Rual Yarbrough"	"Tut Taylor"
"Rual Yarbrough"	"Hank Williams Jr."
"Stephen Carroll"	"Greg Graffin"
"Dallas Davidson"	"Randy Houser"
"Dallas Davidson"	"Luke Bryan"
"Luke Laird"	"Eric Church"
"Luke Laird"	"Rodney Atkins"
"Tom Douglas (songwriter)"	"Collin Raye"
"Andrea Šušnjara"	"Igor Cukrov"
"Diggy Simmons"	"B.o.B"
"Diggy Simmons"	"Pharrell Williams"
"Diggy Simmons"	"Dionne Bromfield"
"Diggy Simmons"	"Trevor Jackson (performer)"
"Diggy Simmons"	"French Montana"
"Agoria (musician)"	"Seth Troxler"
"Harald Johnsen"	"Nils-Olav Johansen"
"Ira Coleman"	"Sting (musician)"
"Joe Dodge"	"Paul Desmond"
"Lenny McBrowne"	"Kenny Burrell"
"Lenny McBrowne"	"Booker Ervin"
"Lenny McBrowne"	"Randy Weston"
"Lenny McBrowne"	"Sonny Criss"
"Lenny McBrowne"	"Sonny Stitt"
"Philipp Fankhauser"	"Johnny Copeland"
"Philipp Fankhauser"	"Margie Evans"
"Simon William Lord"	"Dillon Francis"
"Afrika Baby Bam"	"Queen Latifah"
"André Geraissati"	"Egberto Gismonti"
"Aqua (record producer)"	"Kanye West"
"Billy Bush (record producer)"	"Eric Avery"
"Boom Bam"	"MC Eiht"
"Bruce Rowland (drummer)"	"Ronnie Lane"
"C-Sick"	"Meek Mill"
"C-Sick"	"Tory Lanez"
"C-Sick"	"Lil Durk"
"Chris Feinstein"	"Moby"
"Chris Feinstein"	"Santigold"
"Chris Feinstein"	"Albert Hammond Jr."
"Chris Feinstein"	"Chantal Kreviazuk"
"Christopher ""Deep"" Henderson"	"R. Kelly"
"DJ B-Do"	"Bun B"
"DJ Shiftee"	"DJ Craze"
"Denise Stiff"	"Rod Picott"
"Denise Stiff"	"Alison Krauss"
"Denise Stiff"	"Dan Tyminski"
"Dimitri Coats"	"Chris Cornell"
"Harvey Glatt"	"Bruce Cockburn"
"Headley Bennett"	"Lynn Taitt"
"Jan Uvena"	"Alice Cooper"
"Jimmy Radcliffe"	"Tammi Terrell"
"Jimmy Radcliffe"	"Clyde McPhatter"
"Liz Rose"	"Jill Johnson"
"Liz Rose"	"Taylor Swift"
"Lou Reizner"	"Rick Wakeman"
"Lou Reizner"	"Rod Stewart"
"Lou Reizner"	"Big Jim Sullivan"
"Lou Reizner"	"Caetano Veloso"
"Mike Clark (indie rock musician)"	"Stephen Malkmus"
"Mr. Marcelo"	"C-Murder"
"Mr. Marcelo"	"Mac (rapper)"
"Mr. Marcelo"	"Currensy"
"Otis Leavill"	"Tyrone Davis"
"Otis Leavill"	"Chaka Khan"
"Possessed by Paul James"	"Frank Turner"
"Quin Ivy"	"Percy Sledge"
"Quin Ivy"	"Shirley Scott"
"Skip Scarborough"	"Anita Baker"
"Starsmith"	"Kylie Minogue"
"Starsmith"	"Ellie Goulding"
"Starsmith"	"Lady Gaga"
"Starsmith"	"Jess Glynne"
"Ted Raph"	"Phil Napoleon"
"Terrace Martin"	"Problem (rapper)"
"Terrace Martin"	"Kurupt"
"Terrace Martin"	"Ab-Soul"
"Terrace Martin"	"Chilly Chill"
"Terrace Martin"	"Snoop Dogg"
"Torrey Carter"	"Missy Elliott"
"Torrey Carter"	"Trick Daddy"
"Torrey Carter"	"Ginuwine"
"Vic Coppersmith-Heaven"	"Joe Cocker"
"Kevin McAlea"	"Kate Bush"
"Joe Walker (Zydeco)"	"Clifton Chenier"
"Miri Yusif"	"Aygün Kazımova"
"Miri Yusif"	"Emin Efendi"
"Arilena Ara"	"Tuna (singer)"
"Arilena Ara"	"Darko Dimitrov"
"Atumpan (singer)"	"Samini"
"Atumpan (singer)"	"Dr Cryme"
"Atumpan (singer)"	"Sarkodie (rapper)"
"B. Smyth"	"Rick Ross"
"B. Smyth"	"2 Chainz"
"B. Smyth"	"Young Thug"
"Cliff Almond"	"Anthony Jackson (musician)"
"Clyde Carson"	"The Game (rapper)"
"Dammy Krane"	"Chidinma"
"Dan Nigro"	"Sky Ferreira"
"Dan Nigro"	"Kimbra"
"Dazzie Dee"	"K-Dee"
"Dazzie Dee"	"Ice Cube"
"Dazzie Dee"	"Tha Chill"
"Dazzie Dee"	"Dr. Dre"
"Dazzie Dee"	"Sir Jinx"
"Dazzie Dee"	"Chilly Chill"
"Dazzie Dee"	"Shade Sheist"
"Dazzie Dee"	"Coolio"
"Dun Deal"	"Rich Homie Quan"
"Dun Deal"	"Young Thug"
"Dunlap Exclusive"	"Rick Ross"
"Dunlap Exclusive"	"Lloyd (singer)"
"Dunlap Exclusive"	"2 Chainz"
"Francesco Sondelli"	"Ednita Nazario"
"Fred Warmsley"	"Juliana Huxtable"
"Future Beat Alliance"	"James Lavelle"
"Future Beat Alliance"	"Philip Sheppard (musician)"
"Fuzati"	"Orgasmic (producer)"
"GRiZ"	"Gramatik"
"Henrik Janson"	"Pink (singer)"
"Henrik Janson"	"Britney Spears"
"Illbliss"	"Naeto C"
"Illbliss"	"Waje"
"Illbliss"	"Chidinma"
"Illbliss"	"Phyno"
"Jason Evigan"	"Britney Spears"
"Jason Evigan"	"Demi Lovato"
"Jason Evigan"	"Prince Royce"
"Jason Evigan"	"Jason Derulo"
"JellyRoll"	"Boondox"
"JellyRoll"	"Rittz"
"JellyRoll"	"Yelawolf"
"JellyRoll"	"Haystak"
"JellyRoll"	"Young Buck"
"JellyRoll"	"Bubba Sparxxx"
"Joel Someillan"	"Shakira"
"Joel Someillan"	"Gloria Estefan"
"Joel Someillan"	"Carlos Ponce"
"Joel Someillan"	"Ricky Martin"
"Joel Someillan"	"Chayanne"
"Kelela"	"Arca (producer)"
"Kelela"	"Bok Bok"
"Kelela"	"Le1f"
"Kenneth James Gibson"	"Mr. C"
"KeyLiza"	"Thomas Anders"
"KeyLiza"	"Azad (rapper)"
"Kossisko"	"A-Trak"
"Kossisko"	"ASAP Ferg"
"Kossisko"	"Rainy Milo"
"Larry Wagner"	"Paul Whiteman"
"Mali Music (singer)"	"Tye Tribbett"
"Mali Music (singer)"	"Akon"
"Matt Jardine"	"Al Jardine"
"Matt Jardine"	"Brian Wilson"
"Michael Armiger"	"Paul Kelly (Australian musician)"
"Michael Armiger"	"John Kennedy (Australian musician)"
"Monica Ogah"	"Chidinma"
"Neshko Neshev"	"Yuri Yunakov"
"Nikke Ankara"	"Brädi"
"Patoranking"	"Waje"
"Patoranking"	"Tiwa Savage"
"Patoranking"	"Iyanya"
"Patoranking"	"EL (rapper)"
"Patoranking"	"Sarkodie (rapper)"
"Pauline Bennett"	"David Bowie"
"Pauline Bennett"	"Kylie Minogue"
"Peewee Longway"	"Rich The Kid"
"Peewee Longway"	"Rich Homie Quan"
"Peewee Longway"	"Young Thug"
"Raney Shockne"	"Foxes (singer)"
"Raney Shockne"	"Britney Spears"
"Raney Shockne"	"Leona Lewis"
"Raney Shockne"	"Matthew Koma"
"Raney Shockne"	"Giorgio Moroder"
"Raymond Angry"	"Robbie Williams"
"Raymond Angry"	"D'Angelo"
"Raymond Angry"	"Christina Aguilera"
"Reese (rapper)"	"Casey Veggies"
"Sadako Pointer"	"June Pointer"
"Sanjoy"	"Colby O'Donis"
"Sinjin Hawke"	"Kanye West"
"Tomer Yosef"	"Ori Kaplan"
"Tomer Yosef"	"Tamir Muskat"
"Vinylz"	"Drake (musician)"
"Vinylz"	"Boi-1da"
"Young-hu Kim"	"BoA"
"Bob Cooper (musician)"	"Stan Kenton"
"Brittany Haas"	"Natalie Haas"
"Chris Stainton"	"Eric Clapton"
"Chris Stainton"	"Roger Waters"
"Chris Stainton"	"Jimmy Smith (musician)"
"Chris Stainton"	"Ian Hunter (singer)"
"Chris Stainton"	"Joe Cocker"
"Chris Stainton"	"Bryn Haworth"
"Chris Stainton"	"Bryan Ferry"
"Chris Stainton"	"David Gilmour"
"Chris Ward (singer)"	"James Stroud"
"Class Action (band)"	"Leroy Burgess"
"Curse (rapper)"	"RZA"
"Curse (rapper)"	"Azad (rapper)"
"Dry (rapper)"	"Rim'K"
"Dry (rapper)"	"Demon One"
"Eric Drew Feldman"	"Captain Beefheart"
"Eric Drew Feldman"	"Black Francis"
"Gary Breit"	"Bryan Adams"
"Hittman"	"Kurupt"
"Hittman"	"Dr. Dre"
"Hittman"	"Bishop Lamont"
"Hittman"	"Snoop Dogg"
"Howie Epstein"	"Stevie Nicks"
"Howie Epstein"	"Del Shannon"
"Kevin Breit"	"Harry Manx"
"Kevin Breit"	"Carlos del Junco"
"Kevin Breit"	"Cassandra Wilson"
"Kevin Breit"	"Hugh Laurie"
"Kevin Saunderson"	"Juan Atkins"
"MC Mong"	"Crown J"
"MC Mong"	"Haha (entertainer)"
"Mark Abramson"	"Paul Butterfield"
"Mark Feldman"	"Sylvie Courvoisier"
"Michael Peterson (singer)"	"Robert Ellis Orrall"
"Pye Dubois"	"Kim Mitchell"
"Randy Jackson"	"Mariah Carey"
"Randy Jackson"	"Paula Abdul"
"Randy Jackson"	"Brooke White"
"Robert Gordon (musician)"	"Link Wray"
"Robert Gordon (musician)"	"Chris Spedding"
"Sam Cooke"	"Lou Rawls"
"Sam Cooke"	"Otis Redding"
"Sammy Adams"	"B.o.B"
"Sammy Adams"	"Cisco Adler"
"Sammy Adams"	"Enrique Iglesias"
"Sammy Adams"	"Maejor"
"Sammy Adams"	"DJ Jayceeoh"
"Sammy Adams"	"Mike Posner"
"Sammy Fain"	"Irving Kahal"
"Scott Fields"	"Elliott Sharp"
"Tony Yayo"	"Uncle Murda"
"Tony Yayo"	"Joe (singer)"
"Tony Yayo"	"Spider Loc"
"Tony Yayo"	"Styles P"
"Tony Yayo"	"Maino"
"Tubby Hayes"	"Ronnie Scott"
"Victor Feldman"	"Miles Davis"
"Yoko Yazawa"	"Joe Inoue"
"Al B. Sure!"	"Missy Elliott"
"Al B. Sure!"	"David Bowie"
"Al B. Sure!"	"Faith Evans"
"Al B. Sure!"	"Christopher Williams (singer)"
"Al B. Sure!"	"Quincy Jones"
"Al B. Sure!"	"Ginuwine"
"Alex Murrel"	"Nick Carter (musician)"
"Ben Lummis"	"Matthew Saunoa"
"Big Tray Deee"	"Snoop Dogg"
"Bill Evans (saxophonist)"	"Miles Davis"
"Blinky Blink"	"Mase"
"Blinky Blink"	"Jermaine Dupri"
"Bryan Duncan"	"Crystal Lewis"
"Caitlin Cary"	"Ryan Adams"
"Caitlin Cary"	"Jon Lindsay (musician)"
"Campino (singer)"	"Band Aid 30"
"Campino (singer)"	"Bono"
"Campino (singer)"	"Bob Geldof"
"Chuck Israels"	"Coleman Hawkins"
"Chuck Israels"	"Eric Dolphy"
"Chuck Israels"	"Rosemary Clooney"
"Chuck Israels"	"Bill Evans"
"Chuck Israels"	"Gary Burton"
"Cletis Carr"	"Stevie Wright (Australian singer)"
"Dan Balan"	"Chris Elliott"
"Dan Balan"	"Lady Gaga"
"Dan Balan"	"Brasco"
"Dan Balan"	"Ekaterina Vilkova"
"Dan Balan"	"Vera Brezhneva"
"David Fiuczynski"	"Rudresh Mahanthappa"
"Dawayne Bailey"	"Véronique Sanson"
"Delbert McClinton"	"Bekka Bramlett"
"Delbert McClinton"	"Bonnie Raitt"
"Delbert McClinton"	"Don Wise"
"Don Reno"	"Frank Wakefield"
"Don Reno"	"Bill Monroe"
"François Tétaz"	"Gotye"
"François Tétaz"	"Kimbra"
"François Tétaz"	"Darrin Verhagen"
"Garron DuPree"	"Amber Heard"
"Glenn Kotche"	"Jim O'Rourke (musician)"
"Greg Ladanyi"	"Don Henley"
"Hubert Sumlin"	"Muddy Waters"
"Hubert Sumlin"	"Howlin' Wolf"
"Ian McLagan"	"Rod Stewart"
"Ian McLagan"	"Izzy Stradlin"
"Ian McLagan"	"Michael Grimm (musician)"
"Ian McLagan"	"Billy Bragg"
"Ike Reilly"	"Mars Williams"
"Ike Willis"	"Frank Zappa"
"Jackie Lee (Irish singer)"	"Elton John"
"James LoMenzo"	"Ozzy Osbourne"
"James LoMenzo"	"David Lee Roth"
"Jamie Lidell"	"André Vida"
"Jessy Dixon"	"James Cleveland"
"Jessy Dixon"	"Paul Simon"
"Joe Bonamassa"	"Beth Hart"
"Joya (singer)"	"Kurupt"
"Joya (singer)"	"Ray J"
"Keith Olsen"	"Ozzy Osbourne"
"Ken Caillat"	"David Becker"
"Ken Caillat"	"Frank Sinatra"
"Ken Caillat"	"Colbie Caillat"
"Ken Caillat"	"Alice Cooper"
"Ken Caillat"	"Billy Idol"
"Leon Ware"	"Quincy Jones"
"Linda Perhacs"	"Julia Holter"
"Lori McKenna"	"Faith Hill"
"Mala Rodríguez"	"Nelly Furtado"
"Maria Lawson"	"Leona Lewis"
"Mark Helias"	"Anthony Braxton"
"Meic Stevens"	"Alan Stivell"
"Mick Abrahams"	"Screaming Lord Sutch"
"Mike Daly"	"Lana Del Rey"
"Mike Daly"	"Jason Mraz"
"Millie Jackson"	"Betty Wright"
"Millie Jackson"	"Keisha Jackson"
"Minako Honda"	"Madonna (entertainer)"
"Mocky"	"Kevin Blechdom"
"Mocky"	"Chilly Gonzales"
"Mocky"	"Feist (singer)"
"Oh No (musician)"	"Prince Po"
"Oh No (musician)"	"Mos Def"
"Oh No (musician)"	"The Alchemist (musician)"
"Papoose (rapper)"	"Ron Browz"
"Papoose (rapper)"	"DJ Clue?"
"Patrick Fiori"	"Tina Arena"
"Patrick Fiori"	"Garou (singer)"
"Pete Lockett"	"Peter Gabriel"
"Pete Lockett"	"Björk"
"Petter Karlsson"	"Eddie Meduza"
"Richie Hayward"	"Robert Plant"
"Rick Vito"	"Mick Fleetwood"
"Rick Vito"	"Stevie Nicks"
"Rick Vito"	"Todd Rundgren"
"Rick Vito"	"Dolly Parton"
"Rick Vito"	"Roger McGuinn"
"Robin Beck"	"James Christian"
"Rockie Lynne"	"Blake Chancey"
"Airto Moreira"	"Miles Davis"
"Airto Moreira"	"Hermeto Pascoal"
"Rosita Vai"	"Aaradhna"
"Al Cohn"	"Zoot Sims"
"Sander Gommans"	"Amanda Somerville"
"Alejandro Lerner"	"Luis Miguel"
"Alejandro Lerner"	"Carlos Santana"
"Aleksandra Kovač"	"Kristina Kovač"
"Steve Porter (producer)"	"Chris Fortier"
"Sukshinder Shinda"	"Aman Hayer"
"Sukshinder Shinda"	"Jassi Sidhu"
"Sukshinder Shinda"	"Gippy Grewal"
"Sukshinder Shinda"	"Diljit Dosanjh"
"Sukshinder Shinda"	"Nachhatar Gill"
"Sukshinder Shinda"	"Jazzy B"
"T. K. Blue"	"Randy Weston"
"Tairrie B"	"Eazy-E"
"Terl Bryant"	"Peter Murphy (musician)"
"Alva Noto"	"Ryuichi Sakamoto"
"Alva Noto"	"Blixa Bargeld"
"Andrew Stockdale"	"Slash (musician)"
"Anthony Hamilton (musician)"	"Jill Scott"
"Anthony Hamilton (musician)"	"Kanye West"
"Yo Gotti"	"Young Buck"
"Yuna Ito"	"Celine Dion"
"Arthur Adams (singer)"	"Jimmy Smith (musician)"
"Baby Blue (rapper)"	"Kardinal Offishall"
"Baby Blue (rapper)"	"Estelle (musician)"
"Baby Blue (rapper)"	"John Legend"
"Baby Blue (rapper)"	"Shystie"
"Baby Blue (rapper)"	"Lady Sovereign"
"Bahram Nouraei"	"Mahdyar Aghajani"
"Bahram Nouraei"	"Erfan (rapper)"
"BloodPop"	"Grimes (musician)"
"BloodPop"	"Lady Gaga"
"BloodPop"	"MØ"
"BloodPop"	"Madonna (entertainer)"
"Brother Will Hairston"	"Washboard Willie"
"Bébé Manga"	"Manu Dibango"
"Casper (rapper)"	"Kollegah"
"Charles McPherson (musician)"	"Charles Mingus"
"Charlie Sloth"	"Rick Ross"
"Charlie Sloth"	"Wretch 32"
"Charlie Sloth"	"Akala (rapper)"
"Charlie Sloth"	"Giggs (rapper)"
"Cheb Mami"	"Sting (musician)"
"Chris Anderson (pianist)"	"Dinah Washington"
"Chris Anderson (pianist)"	"Charlie Haden"
"Clive Langer"	"Alan Winstanley"
"Cream (rapper)"	"Kangnam (singer)"
"Curtis Hairston"	"Whitney Houston"
"Curtis Hairston"	"Richard Marx"
"Curtis Hairston"	"Madonna (entertainer)"
"DJ Quik"	"Problem (rapper)"
"DJ Quik"	"Kurupt"
"Damien Dempsey"	"Morrissey"
"Daniel Martin Moore"	"Jim James"
"Daniel Martin Moore"	"Ben Sollee"
"Daniel Rosenfeld"	"Deadmau5"
"Daryl Dragon"	"Dennis Wilson"
"David Cole (record producer)"	"Robert Clivillés"
"David Cole (record producer)"	"Mariah Carey"
"David Cole (record producer)"	"Jim Carrey"
"Dice (rapper)"	"Rittz"
"Djay Adx"	"Mika Singh"
"Don Was"	"John Mayer"
"Don Was"	"Bonnie Raitt"
"Don Was"	"Bob Dylan"
"Duncan Campbell (musician)"	"Ronnie Scott"
"EES (rapper)"	"TeQuila"
"EES (rapper)"	"Sunny Boy (rapper)"
"Eddy Lover"	"Makano"
"Eddy Lover"	"Flex (singer)"
"Elissa (Lebanese singer)"	"Wael Kfoury"
"Elissa (Lebanese singer)"	"Christina Aguilera"
"Evan Cranley"	"Big Rude Jake"
"Frank Simms"	"Carly Simon"
"Frank Simms"	"David Bowie"
"Frank Simms"	"Madonna (entertainer)"
"Freeway (rapper)"	"50 Cent"
"Freeway (rapper)"	"Marsha Ambrosius"
"Freeway (rapper)"	"Statik Selektah"
"Freeway (rapper)"	"The Jacka"
"Geeshie Wiley"	"Elvie Thomas"
"Gemma Hayes"	"Ann Scott (singer)"
"Gene Krupa"	"Eddie Condon"
"George Forrest (author)"	"Robert Wright (writer)"
"Gerald Levert"	"Yolanda Adams"
"Graham Lee (musician)"	"John Kennedy (Australian musician)"
